reporting_date,state,industry,turnover_millions
1/08/2018,South Australia ,Other recreational goods retailing ,21.5
1/08/2018,South Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",124.9
1/08/2018,South Australia ,Other retailing n.e.c. ,112.5
1/08/2018,South Australia ,Other retailing ,270.0
1/08/2018,South Australia ,"Cafes, restaurants and catering services ",134.3
1/08/2018,South Australia ,Takeaway food services ,94.2
1/08/2018,South Australia ,"Cafes, restaurants and takeaway food services ",228.5
1/08/2018,Western Australia ,Supermarket and grocery stores ,974.4
1/08/2018,Western Australia ,Liquor retailing ,122.8
1/08/2018,Western Australia ,Other specialised food retailing ,87.3
1/08/2018,Western Australia ,Food retailing ,1184.4
1/08/2018,Western Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",125.6
1/08/2018,Western Australia ,Electrical and electronic goods retailing ,164.2
1/08/2018,Western Australia ,"Hardware, building and garden supplies retailing ",152.0
1/08/2018,Western Australia ,Household goods retailing ,441.7
1/08/2018,Western Australia ,Clothing retailing ,84.9
1/08/2018,Western Australia ,Footwear and other personal accessory retailing ,68.1
1/08/2018,Western Australia ,"Clothing, footwear and personal accessory retailing ",153.0
1/08/2018,Western Australia ,Department stores ,148.3
1/08/2018,Western Australia ,Newspaper and book retailing ,38.3
1/08/2018,Western Australia ,Other recreational goods retailing ,39.4
1/08/2018,Western Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",159.3
1/08/2018,Western Australia ,Other retailing n.e.c. ,139.6
1/08/2018,Western Australia ,Other retailing ,376.6
1/08/2018,Western Australia ,"Cafes, restaurants and catering services ",291.4
1/08/2018,Western Australia ,Takeaway food services ,178.5
1/08/2018,Western Australia ,"Cafes, restaurants and takeaway food services ",469.9
1/08/2018,Tasmania ,Supermarket and grocery stores ,208.9
1/08/2018,Tasmania ,Food retailing ,240.6
1/08/2018,Tasmania ,"Furniture, floor coverings, houseware and textile goods retailing ",27.3
1/08/2018,Tasmania ,Electrical and electronic goods retailing ,37.1
1/08/2018,Tasmania ,"Hardware, building and garden supplies retailing ",34.9
1/08/2018,Tasmania ,Household goods retailing ,99.4
1/08/2018,Tasmania ,Clothing retailing ,18.3
1/08/2018,Tasmania ,Footwear and other personal accessory retailing ,7.9
1/08/2018,Tasmania ,"Clothing, footwear and personal accessory retailing ",26.2
1/08/2018,Tasmania ,Newspaper and book retailing ,8.6
1/08/2018,Tasmania ,Other recreational goods retailing ,10.3
1/08/2018,Tasmania ,"Pharmaceutical, cosmetic and toiletry goods retailing ",28.8
1/08/2018,Tasmania ,"Cafes, restaurants and catering services ",29.9
1/08/2018,Tasmania ,Takeaway food services ,28.7
1/08/2018,Tasmania ,"Cafes, restaurants and takeaway food services ",58.5
1/08/2018,Northern Territory ,Supermarket and grocery stores ,130.8
1/08/2018,Northern Territory ,Food retailing ,140.3
1/08/2018,Northern Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",7.9
1/08/2018,Northern Territory ,Electrical and electronic goods retailing ,11.7
1/08/2018,Northern Territory ,"Hardware, building and garden supplies retailing ",19.9
1/08/2018,Northern Territory ,Household goods retailing ,39.5
1/08/2018,Northern Territory ,Clothing retailing ,10.0
1/08/2018,Northern Territory ,Footwear and other personal accessory retailing ,6.0
1/08/2018,Northern Territory ,"Clothing, footwear and personal accessory retailing ",16.0
1/08/2018,Northern Territory ,Newspaper and book retailing ,1.6
1/08/2018,Northern Territory ,Other recreational goods retailing ,5.8
1/08/2018,Northern Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",9.0
1/08/2018,Northern Territory ,"Cafes, restaurants and catering services ",21.5
1/08/2018,Northern Territory ,Takeaway food services ,20.3
1/08/2018,Northern Territory ,"Cafes, restaurants and takeaway food services ",41.8
1/08/2018,Australian Capital Territory ,Supermarket and grocery stores ,181.3
1/08/2018,Australian Capital Territory ,Liquor retailing ,13.5
1/08/2018,Australian Capital Territory ,Other specialised food retailing ,11.4
1/08/2018,Australian Capital Territory ,Food retailing ,206.1
1/08/2018,Australian Capital Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",25.9
1/08/2018,Australian Capital Territory ,Electrical and electronic goods retailing ,30.0
1/08/2018,Australian Capital Territory ,"Hardware, building and garden supplies retailing ",26.6
1/08/2018,Australian Capital Territory ,Household goods retailing ,82.5
1/08/2018,Australian Capital Territory ,Clothing retailing ,22.1
1/08/2018,Australian Capital Territory ,Footwear and other personal accessory retailing ,12.9
1/08/2018,Australian Capital Territory ,"Clothing, footwear and personal accessory retailing ",35.0
1/08/2018,Australian Capital Territory ,Department stores ,25.6
1/08/2018,Australian Capital Territory ,Newspaper and book retailing ,5.4
1/08/2018,Australian Capital Territory ,Other recreational goods retailing ,8.0
1/08/2018,Australian Capital Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",16.9
1/08/2018,Australian Capital Territory ,Other retailing n.e.c. ,22.6
1/08/2018,Australian Capital Territory ,Other retailing ,53.0
1/08/2018,Australian Capital Territory ,"Cafes, restaurants and catering services ",41.7
1/08/2018,Australian Capital Territory ,Takeaway food services ,27.5
1/08/2018,Australian Capital Territory ,"Cafes, restaurants and takeaway food services ",69.2
1/09/2018,New South Wales ,Supermarket and grocery stores ,2767.2
1/09/2018,New South Wales ,Liquor retailing ,295.4
1/09/2018,New South Wales ,Other specialised food retailing ,252.0
1/09/2018,New South Wales ,Food retailing ,3314.7
1/09/2018,New South Wales ,"Furniture, floor coverings, houseware and textile goods retailing ",405.0
1/09/2018,New South Wales ,Electrical and electronic goods retailing ,517.6
1/09/2018,New South Wales ,"Hardware, building and garden supplies retailing ",496.5
1/09/2018,New South Wales ,Household goods retailing ,1419.2
1/09/2018,New South Wales ,Clothing retailing ,489.8
1/09/2018,New South Wales ,Footwear and other personal accessory retailing ,225.8
1/09/2018,New South Wales ,"Clothing, footwear and personal accessory retailing ",715.6
1/09/2018,New South Wales ,Department stores ,461.5
1/09/2018,New South Wales ,Newspaper and book retailing ,80.7
1/09/2018,New South Wales ,Other recreational goods retailing ,106.6
1/09/2018,New South Wales ,"Pharmaceutical, cosmetic and toiletry goods retailing ",381.3
1/09/2018,New South Wales ,Other retailing n.e.c. ,553.7
1/09/2018,New South Wales ,Other retailing ,1122.3
1/09/2018,New South Wales ,"Cafes, restaurants and catering services ",785.2
1/09/2018,New South Wales ,Takeaway food services ,569.2
1/09/2018,New South Wales ,"Cafes, restaurants and takeaway food services ",1354.4
1/09/2018,Victoria ,Supermarket and grocery stores ,2208.4
1/09/2018,Victoria ,Liquor retailing ,207.2
1/09/2018,Victoria ,Other specialised food retailing ,214.2
1/09/2018,Victoria ,Food retailing ,2629.8
1/09/2018,Victoria ,"Furniture, floor coverings, houseware and textile goods retailing ",300.8
1/09/2018,Victoria ,Electrical and electronic goods retailing ,437.9
1/09/2018,Victoria ,"Hardware, building and garden supplies retailing ",482.7
1/09/2018,Victoria ,Household goods retailing ,1221.4
1/09/2018,Victoria ,Clothing retailing ,383.0
1/09/2018,Victoria ,Footwear and other personal accessory retailing ,152.4
1/09/2018,Victoria ,"Clothing, footwear and personal accessory retailing ",535.4
1/09/2018,Victoria ,Department stores ,349.3
1/09/2018,Victoria ,Newspaper and book retailing ,38.9
1/09/2018,Victoria ,Other recreational goods retailing ,72.7
1/09/2018,Victoria ,"Pharmaceutical, cosmetic and toiletry goods retailing ",507.5
1/09/2018,Victoria ,Other retailing n.e.c. ,468.4
1/09/2018,Victoria ,Other retailing ,1087.4
1/09/2018,Victoria ,"Cafes, restaurants and catering services ",577.0
1/09/2018,Victoria ,Takeaway food services ,356.9
1/09/2018,Victoria ,"Cafes, restaurants and takeaway food services ",933.8
1/09/2018,Queensland ,Supermarket and grocery stores ,1859.5
1/09/2018,Queensland ,Food retailing ,2260.8
1/09/2018,Queensland ,"Furniture, floor coverings, houseware and textile goods retailing ",231.8
1/09/2018,Queensland ,Electrical and electronic goods retailing ,314.4
1/09/2018,Queensland ,"Hardware, building and garden supplies retailing ",352.2
1/09/2018,Queensland ,Household goods retailing ,898.4
1/09/2018,Queensland ,Clothing retailing ,247.7
1/09/2018,Queensland ,Footwear and other personal accessory retailing ,97.7
1/09/2018,Queensland ,"Clothing, footwear and personal accessory retailing ",345.4
1/09/2018,Queensland ,Department stores ,282.3
1/09/2018,Queensland ,Newspaper and book retailing ,49.1
1/09/2018,Queensland ,Other recreational goods retailing ,124.2
1/09/2018,Queensland ,"Pharmaceutical, cosmetic and toiletry goods retailing ",261.8
1/09/2018,Queensland ,Other retailing n.e.c. ,285.1
1/09/2018,Queensland ,Other retailing ,720.1
1/09/2018,Queensland ,"Cafes, restaurants and catering services ",399.2
1/09/2018,Queensland ,Takeaway food services ,320.3
1/09/2018,Queensland ,"Cafes, restaurants and takeaway food services ",719.5
1/09/2018,South Australia ,Supermarket and grocery stores ,672.4
1/09/2018,South Australia ,Liquor retailing ,48.9
1/09/2018,South Australia ,Other specialised food retailing ,49.7
1/09/2018,South Australia ,Food retailing ,771.0
1/09/2018,South Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",67.7
1/09/2018,South Australia ,Electrical and electronic goods retailing ,89.6
1/09/2018,South Australia ,"Hardware, building and garden supplies retailing ",102.8
1/09/2018,South Australia ,Household goods retailing ,260.1
1/09/2018,South Australia ,Clothing retailing ,56.2
1/09/2018,South Australia ,Footwear and other personal accessory retailing ,39.6
1/09/2018,South Australia ,"Clothing, footwear and personal accessory retailing ",95.8
1/09/2018,South Australia ,Department stores ,95.8
1/09/2018,South Australia ,Newspaper and book retailing ,9.9
1/09/2018,South Australia ,Other recreational goods retailing ,22.8
1/09/2018,South Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",119.4
1/09/2018,South Australia ,Other retailing n.e.c. ,106.4
1/09/2018,South Australia ,Other retailing ,258.4
1/09/2018,South Australia ,"Cafes, restaurants and catering services ",128.8
1/09/2018,South Australia ,Takeaway food services ,93.0
1/09/2018,South Australia ,"Cafes, restaurants and takeaway food services ",221.7
1/09/2018,Western Australia ,Supermarket and grocery stores ,954.5
1/09/2018,Western Australia ,Liquor retailing ,122.8
1/09/2018,Western Australia ,Other specialised food retailing ,87.3
1/09/2018,Western Australia ,Food retailing ,1164.6
1/09/2018,Western Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",120.7
1/09/2018,Western Australia ,Electrical and electronic goods retailing ,158.5
1/09/2018,Western Australia ,"Hardware, building and garden supplies retailing ",165.0
1/09/2018,Western Australia ,Household goods retailing ,444.2
1/09/2018,Western Australia ,Clothing retailing ,86.2
1/09/2018,Western Australia ,Footwear and other personal accessory retailing ,61.5
1/09/2018,Western Australia ,"Clothing, footwear and personal accessory retailing ",147.7
1/09/2018,Western Australia ,Department stores ,149.1
1/09/2018,Western Australia ,Newspaper and book retailing ,37.2
1/09/2018,Western Australia ,Other recreational goods retailing ,41.8
1/09/2018,Western Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",149.0
1/09/2018,Western Australia ,Other retailing n.e.c. ,130.9
1/09/2018,Western Australia ,Other retailing ,358.9
1/09/2018,Western Australia ,"Cafes, restaurants and catering services ",287.8
1/09/2018,Western Australia ,Takeaway food services ,179.8
1/09/2018,Western Australia ,"Cafes, restaurants and takeaway food services ",467.6
1/09/2018,Tasmania ,Supermarket and grocery stores ,206.3
1/09/2018,Tasmania ,Food retailing ,239.2
1/09/2018,Tasmania ,"Furniture, floor coverings, houseware and textile goods retailing ",24.8
1/09/2018,Tasmania ,Electrical and electronic goods retailing ,34.0
1/09/2018,Tasmania ,"Hardware, building and garden supplies retailing ",36.3
1/09/2018,Tasmania ,Household goods retailing ,95.0
1/09/2018,Tasmania ,Clothing retailing ,18.1
1/09/2018,Tasmania ,Footwear and other personal accessory retailing ,7.0
1/09/2018,Tasmania ,"Clothing, footwear and personal accessory retailing ",25.1
1/09/2018,Tasmania ,Newspaper and book retailing ,8.1
1/09/2018,Tasmania ,Other recreational goods retailing ,11.4
1/09/2018,Tasmania ,"Pharmaceutical, cosmetic and toiletry goods retailing ",27.0
1/09/2018,Tasmania ,"Cafes, restaurants and catering services ",29.8
1/09/2018,Tasmania ,Takeaway food services ,29.3
1/09/2018,Tasmania ,"Cafes, restaurants and takeaway food services ",59.1
1/09/2018,Northern Territory ,Supermarket and grocery stores ,121.7
1/09/2018,Northern Territory ,Food retailing ,130.4
1/09/2018,Northern Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",8.0
1/09/2018,Northern Territory ,Electrical and electronic goods retailing ,11.0
1/09/2018,Northern Territory ,"Hardware, building and garden supplies retailing ",18.4
1/09/2018,Northern Territory ,Household goods retailing ,37.5
1/09/2018,Northern Territory ,Clothing retailing ,9.0
1/09/2018,Northern Territory ,Footwear and other personal accessory retailing ,5.3
1/09/2018,Northern Territory ,"Clothing, footwear and personal accessory retailing ",14.3
1/09/2018,Northern Territory ,Newspaper and book retailing ,1.5
1/09/2018,Northern Territory ,Other recreational goods retailing ,5.3
1/09/2018,Northern Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",8.3
1/09/2018,Northern Territory ,"Cafes, restaurants and catering services ",19.2
1/09/2018,Northern Territory ,Takeaway food services ,19.3
1/09/2018,Northern Territory ,"Cafes, restaurants and takeaway food services ",38.5
1/09/2018,Australian Capital Territory ,Supermarket and grocery stores ,178.7
1/09/2018,Australian Capital Territory ,Liquor retailing ,13.4
1/09/2018,Australian Capital Territory ,Other specialised food retailing ,11.3
1/09/2018,Australian Capital Territory ,Food retailing ,203.4
1/09/2018,Australian Capital Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",26.7
1/09/2018,Australian Capital Territory ,Electrical and electronic goods retailing ,32.5
1/09/2018,Australian Capital Territory ,"Hardware, building and garden supplies retailing ",32.7
1/09/2018,Australian Capital Territory ,Household goods retailing ,91.9
1/09/2018,Australian Capital Territory ,Clothing retailing ,23.4
1/09/2018,Australian Capital Territory ,Footwear and other personal accessory retailing ,12.7
